成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[13.11, 33.105]","[26.15, 26.35]","[27.95, 28.05]","[23693.75, 24750.0]","[4.805, 4.915]",0.0,0.9912830665536465,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[4.805, 4.915]",1.0,1.627140065589446,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,0.756929034978605,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[27.95, 28.05]","[23693.75, 24750.0]","[4.105, 4.805]",1.0,2.533301298569177,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[28.155, 28.4]","[23693.75, 24750.0]","[4.105, 4.805]",0.0,1.4022481569928225,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[23693.75, 24750.0]","[4.105, 4.805]",8.0,3.596779219709804,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[45.95, 57.35]","[26.35, 27.9]","[28.05, 28.155]","[23693.75, 24750.0]","[4.105, 4.805]",0.0,2.7091734973852306,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[9.155, 9.585]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[4.805, 4.915]",4.0,2.454362056546608,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",244,0.08196721311475409,0.12349567658729015
"[9.155, 9.585]","[6.115, 6.135]","[0.013, 0.0132]","[33.105, 35.6]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[4.805, 4.915]",0.0,0.6781581036501412,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.115, 6.135]","[0.013, 0.0132]","[13.11, 33.105]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",3.0,0.9227727851981066,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.013, 0.0132]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[5.145, 5.265]",1.0,0.7097126073270592,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.013, 0.0132]","[13.11, 33.105]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,1.3145535315323567,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[5.145, 5.265]",0.0,0.8429481456826289,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.925, 6.015]","[0.0125, 0.0127]","[33.105, 35.6]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,0.6056742124093453,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[13.11, 33.105]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,0.6082029780868932,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.585, 10.445]","[6.045, 6.115]","[0.013, 0.0132]","[13.11, 33.105]","[25.2514, 25.75]","[27.7, 27.85]","[23693.75, 24750.0]","[5.145, 5.265]",0.0,0.6097514258512488,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0129, 0.013]","[13.11, 33.105]","[25.75, 26.15]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,0.732467585530995,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[13.11, 33.105]","[25.2514, 25.75]","[28.155, 28.4]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,0.48883193961225074,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0129, 0.013]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,0.48897486626016057,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.013, 0.0132]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[4.805, 4.915]",0.0,1.4812719351090085,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[26.35, 27.9]","[28.05, 28.155]","[23693.75, 24750.0]","[4.915, 5.145]",0.0,0.49410972133094566,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[27.85, 27.95]","[23693.75, 24750.0]","[4.915, 5.145]",1.0,0.8689896663493506,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,0.7460035650955451,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.585, 10.445]","[6.045, 6.115]","[0.013, 0.0132]","[45.95, 57.35]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,1.2450250823443507,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[27.85, 27.95]","[23693.75, 24750.0]","[5.145, 5.265]",3.0,2.8648835796746583,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,0.6228928924147348,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0129, 0.013]","[57.35, 97.92]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,0.37431378846113417,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[4.915, 5.145]",0.0,0.6243537843456543,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.585, 10.445]","[6.015, 6.045]","[0.0129, 0.013]","[13.11, 33.105]","[25.2514, 25.75]","[27.7, 27.85]","[23693.75, 24750.0]","[5.145, 5.265]",0.0,0.9994702895949692,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,3.4990070793600023,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[5.145, 5.265]",0.0,1.1249805415925374,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[28.05, 28.155]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,1.7533948449044883,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.7526106074418559,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",3.0,3.3948729481090876,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[28.155, 28.4]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,1.5097185384891985,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[45.95, 57.35]","[25.2514, 25.75]","[27.85, 27.95]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.8817706503823003,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",2.0,4.031381954629573,32,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.135, 6.29]","[0.013, 0.0132]","[57.35, 97.92]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",2.0,3.2776767712703805,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[45.95, 57.35]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",4.0,5.295579436620568,42,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[28.155, 28.4]","[22972.5, 23693.75]","[4.915, 5.145]",3.0,3.408449635560751,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.75, 26.15]","[27.85, 27.95]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,1.0102520097406522,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.115, 6.135]","[0.0127, 0.0129]","[57.35, 97.92]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.253033205108204,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,0.8874064281678251,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",3.0,2.0289588278456643,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.015, 6.045]","[0.0129, 0.013]","[45.95, 57.35]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",2.0,0.8885309761728848,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",4.0,2.9213909505072353,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.38184014613208905,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.585, 10.445]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[5.145, 5.265]",1.0,2.292354049320351,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.75, 26.15]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,2.6746510233191256,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.2514, 25.75]","[28.155, 28.4]","[22972.5, 23693.75]","[4.915, 5.145]",2.0,1.1463958442343427,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.045, 6.115]","[0.0129, 0.013]","[57.35, 97.92]","[25.75, 26.15]","[28.155, 28.4]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,1.5296949749446331,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.765180720521853,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[45.95, 57.35]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,2.68061602298628,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",4.0,0.894423397377988,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,2.8145729983348895,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0129, 0.013]","[57.35, 97.92]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.2563308009692335,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[28.155, 28.4]","[22972.5, 23693.75]","[4.915, 5.145]",4.0,2.4415479858990383,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,0.7738612107790345,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0125, 0.0127]","[45.95, 57.35]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.5163805216926506,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,2.066083916772176,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.585, 10.445]","[5.925, 6.015]","[0.0127, 0.0129]","[13.11, 33.105]","[25.75, 26.15]","[28.05, 28.155]","[23693.75, 24750.0]","[5.145, 5.265]",1.0,0.774923428911765,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[22972.5, 23693.75]","[4.915, 5.145]",3.0,4.5227531800568315,35,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[5.925, 6.015]","[0.0127, 0.0129]","[35.6, 45.95]","[24.95, 25.2514]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",1.0,1.2925801349962254,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.65, 5.925]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[22972.5, 23693.75]","[4.915, 5.145]",0.0,0.7758846437256763,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[45.95, 57.35]","[25.75, 26.15]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",6.0,5.307141147770383,41,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[5.925, 6.015]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[22972.5, 23693.75]","[4.915, 5.145]",5.0,6.862682225515795,53,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
"[9.155, 9.585]","[6.015, 6.045]","[0.0127, 0.0129]","[57.35, 97.92]","[25.75, 26.15]","[28.155, 28.4]","[22972.5, 23693.75]","[5.145, 5.265]",1.0,2.0735301278029725,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}",976,0.10245901639344263,0.1272580665528538
