检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	线痕	TTV
2024-08-09	32	181.5	白班	CKPC2952407Z3001D62N04	0.4-1.6	#N/A	0.032	2024/8/9 4:48	N1B3092408080642	XQ-B3-09	G12-XXSD-110A	B3后排	B排	9.04	5.85	1.30%	41	24.5	27.9	24105	0	6.00%	7.00%	0.91 	9.75	5.48	0.0126 	22.8	24070	8	3
2024-08-01	32	181.5	夜班	CKPC2952407Z3101D32Y03	0.4-1.6	#N/A	0.032	2024/8/2 1:51	N1B4122408010102	XQ-B4-12	G12-YS33-130-110	B4后排	B排	13.36	5.47	1.28%	62.5	25.2	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.25	5.4	0.0123 	24.5	23475	0	0
2024-08-08	28	176.5	白班	CKPC2952407Z3101D52V02	0.4-1.6	#N/A	0.028	2024/8/8 11:36	N1B2132408080591	XQ-B2-13	G12130-H26-FQ-29	B2后排	B排	8.85	6.04	1.29%	62.6	25.3	28	24287.5	0	6.00%	7.00%	0.91 	8.95	5.46	0.0126 	23.8	24062.5	6	4
2024-08-08	32	181.5	夜班	CKPC2952407Z3101D52V04	0.4-1.6	断下线	0.032	2024/8/8 11:31	N1B1072408080581	XQ-B1-07	G12-XCL-GS	B1前排	B排	8.68	6.03	1.30%	60.1	25.6	27.8	24287.5	0	6.00%	7.00%	0.92 	8.95	5.46	0.0126 	23.8	24062.5	6	195
2024-08-03	32	181.5	白班	CKPC2952407Z3201D41Y03	0.4-1.6	#N/A	0.032	2024/8/3 8:40	N1B3142408020192	XQ-B3-14	G12-YS33-130-110	B3后排	B排	11.26	5.92	1.26%	56	24.9	28.1	23687.5	转换阶段	5.00%	7.00%	0.92 	12.18	5.46	0.0123 	24.3	23375	1	13
2024-08-02	32	181.5	夜班	CKPC2952407Z3302D21Y02	0.4-1.6	提料挂断线	0.032	2024/8/2 22:14	N1B3102408020142	XQ-B3-10	G12-YS33-130-110	B3后排	B排	11.78	5.99	1.23%	58.5	25.7	28.1	23595	转换阶段	6.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	0	1
2024-08-07	32	181.5	夜班	CKPC2952407Z3302D32Y03	0.4-1.6	#N/A	0.032	2024/8/7 20:57	N1B1042408070571	XQ-B1-04	G12-XXSD-110A	B1前排	B排	9.5	5.99	1.30%	67.6	26.6	28.1	24075	转换阶段	6.00%	7.00%	0.92 	9.45	5.4	0.0126 	23.9	23675	45	15
2024-08-05	32	181.5	夜班	CKPC2952407Z3302D32Y04	0.4-1.6	#N/A	0.032	2024/8/5 23:57	N1B1042408050402	XQ-B1-04	xxg	B1前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23630	#N/A	#N/A	#N/A	#N/A	9.13	5.72	0.0123 	24.9	23565	2	1
2024-08-10	28	175	白班	CKPC2952407Z3302D52Y03	0.4-1.6	改工艺	0.028	2024/8/10 7:36	N1B1142408090572	XQ-B1-14	G12130-H26-FQ-29	B1后排	B排	9.54	6.12	1.29%	53.6	25.8	28.1	24500	0	6.00%	7.00%	0.92 	8.79	5.55	0.0126 	23.8	24000	0	1
2024-08-03	32	181.5	夜班	CKPC2952407Z3502D11Y04	0.4-1.6	断缝	0.032	2024/8/3 23:53	N1B3142408030242	XQ-B3-14	G12-XXSD-110A	B3后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23385	#N/A	#N/A	#N/A	#N/A	11.24	5.63	0.0122 	22.8	23195	1	4
2024-08-03	32	181.5	夜班	CKPC2952407Z3502D11Y06W	0.4-1.6	#N/A	0.032	2024/8/3 14:16	N1B3142408030211	XQ-B3-14	G12-YS33-130-110	B3后排	B排	11.16	6.11	1.26%	71.1	25.6	28	23385	0	5.00%	7.00%	0.92 	11.26	5.62	0.0121 	24.8	23195	1	10
2024-08-06	32	181.5	夜班	CKPC2952407Z3602D82V02	0.4-1.6	#N/A	0.032	2024/8/6 13:59	N1B4122408060501	XQ-B4-12	G12-YS33-130-110	B4后排	B排	9.07	5.98	1.29%	55	25.6	28.2	23850	0	5.00%	7.00%	0.92 	9.1	5.57	0.0123 	23.8	23590	0	6
2024-08-06	32	181.5	夜班	CKPC2952407Z3602D82V03	0.4-1.6	#N/A	0.032	2024/8/6 21:33	N1B3112408060512	XQ-B3-11	G12-YS33-130-110	B3后排	B排	9.05	6.01	1.28%	63.7	25.5	28.1	24000	0	5.00%	7.00%	0.91 	9.25	5.55	0.0124 	22.9	23930	242	98
2024-08-03	32	181.5	夜班	CKPC2952407Z3802D12N02	0.4-1.6	#N/A	0.032	2024/8/3 14:58	N1B2062408030211	XQ-B2-06	G12-XXSD-110A	B2前排	B排	10.96	6.08	1.26%	59.4	25.8	28.1	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	0	20
2024-08-03	32	181.5	夜班	CKPC2952407Z3802D12N03	0.4-1.6	跳线	0.032	2024/8/3 23:21	N1B1032408030262	XQ-B1-03	G12-XXSD-110A	B1前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23385	#N/A	#N/A	#N/A	#N/A	11.24	5.63	0.0122 	22.8	23195	8	6
2024-08-07	32	181.5	白班	CKPC2952407Z3802D21N02	0.4-1.6	跳线	0.032	2024/8/7 5:44	N1B3132408060492	XQ-B3-13	G12-YS33-130-110	B3后排	B排	9.66	5.95	1.28%	54.5	24.7	28.1	24130	0	5.00%	7.00%	0.91 	8.98	5.48	0.0123 	23.3	23982.5	3	59
2024-08-07	32	181.5	夜班	CKPC2952407Z3902D31Y05	0.4-1.6	#N/A	0.032	2024/8/7 16:04	N1B3132408070531	XQ-B3-13	G12-YS33-130-XQB	B3后排	B排	9	6.02	1.30%	69.2	25.1	28.2	24075	0	5.00%	7.00%	0.92 	9.45	5.44	0.0126 	24.5	23675	0	114
2024-08-08	32	181.5	夜班	CKPC2952407Z3902D41Y02	0.4-1.6	#N/A	0.032	2024/8/8 14:52	N1B2062408080631	XQ-B2-06	G12-XXSD-110A	B2前排	B排	8.48	5.97	1.30%	61.3	25.6	27.9	24287.5	0	6.00%	7.00%	0.91 	9.07	5.57	0.0127 	23.6	24062.5	3	22
2024-08-11	32	181.5	夜班	CKPC2952407Z3902D51N02WF2	0.4-1.6	#N/A	0.032	2024/8/11 16:22	N2B4042408110901	XQ-B4-04	G12-XXSD-110A	B4前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24630	#N/A	#N/A	#N/A	#N/A	8.37	5.66	0.0127 	25.3	24255	1	12
2024-08-03	32	181.5	夜班	CKPC2952407Z4002D21N05	0.4-1.6	#N/A	0.032	2024/8/4 2:19	N1B4142408030272	XQ-B4-14	G12-XXSD-110A	B4后排	B排	10.65	6	1.26%	57.9	24.2	28.2	23262.5	0	5.00%	7.00%	0.91 	10.89	5.57	0.0122 	23.4	23105	1	1
2024-08-06	32	181.5	夜班	CKPC2952407Z4002D31N03	0.4-1.6	跳线	0.032	2024/8/6 16:19	N1B2022408060491	XQ-B2-02	G12-XXSD-110A	B2前排	B排	9.16	6.04	1.28%	58	25.5	28.1	24000	0	5.00%	7.00%	0.91 	9.38	5.54	0.0124 	23.5	23930	0	18
2024-08-10	32	181.5	白班	CKPC2952407Z4002D41Y02	0.4-1.6	#N/A	0.032	2024/8/9 21:46	N1B3132408090722	XQ-B3-13	G12-YS33-130-XQB	B3后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	8.76	5.55	0.0127 	24.5	23987.5	3	96
2024-08-10	28	176.5	夜班	CKPC2952407Z4002D41Y06	0.4-1.6	跳线	0.028	2024/8/10 3:35	N2B2112408090542	XQ-B2-11	G12130-H26-FQ-XXSD	B2后排	B排	9.41	6.07	1.30%	38.8	25.6	28.1	24500	0	6.00%	7.00%	0.92 	9.16	5.58	0.0126 	24.3	24000	0	26
2024-08-11	28	176.5	白班	CKPC2952407Z4002D41Y07W	0.4-1.6	加切	0.028	2024/8/11 11:21	N2B2112408110641	XQ-B2-11	G12130-H26-FQ-27	B2后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24510	#N/A	#N/A	#N/A	#N/A	8.32	5.65	0.0127 	24.1	24092.5	2	0
2024-08-05	32	181.5	白班	CKPC2952407Z4102D11Y04	0.4-1.6	#N/A	0.032	2024/8/5 12:33	N1B3112408050381	XQ-B3-11	G12-YS33-130-110	B3后排	B排	9.66	6.05	1.28%	58	24.9	28	23107.5	0	5.00%	7.00%	0.92 	9.33	5.73	0.0124 	24.9	22995	1	12
2024-08-05	32	181.5	白班	CKPC2952407Z4102D11Y05	0.4-1.6	#N/A	0.032	2024/8/5 6:12	N1B3122408040402	XQ-B3-12	G12-YS33-130-110	B3后排	B排	9.6	6.16	1.28%	61.6	25.7	28.1	23107.5	0	5.00%	7.00%	0.92 	9.86	5.8	0.0123 	23.9	22995	0	5
2024-08-08	32	181.5	夜班	CKPC2952407Z4102D21Y04	0.4-1.6	#N/A	0.032	2024/8/8 12:54	N1B1022408080691	XQ-B1-02	5	B1前排	B排	8.59	5.98	1.30%	60.4	25.3	27.9	24287.5	0	6.00%	7.00%	0.92 	8.9	5.5	0.0126 	23.7	24062.5	1	46
2024-08-10	32	181.5	夜班	CKPC2952407Z4102D31Y05	0.4-1.6	#N/A	0.032	2024/8/11 1:53	N2B4042408100852	XQ-B4-04	G12-XXSD-110A	B4前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24607.5	#N/A	#N/A	#N/A	#N/A	8.38	5.66	0.0127 	23.6	24150	2	20
2024-08-03	32	181.5	白班	CKPC2952407Z4203D32N03	0.4-1.6	#N/A	0.032	2024/8/3 8:51	N1B4132408020212	XQ-B4-13	G12-XXSD-110A	B4后排	B排	11.26	5.92	1.26%	56	24.9	28.1	23687.5	转换阶段	5.00%	7.00%	0.92 	12.18	5.46	0.0123 	24.3	23375	0	0
2024-08-07	32	181.5	夜班	CKPC2952407Z4203D42N02	0.4-1.6	跳线	0.032	2024/8/7 21:21	N1B4112408070582	XQ-B4-11	G12-YS33-130-110	B4后排	B排	9.5	5.99	1.30%	67.6	26.6	28.1	24075	转换阶段	6.00%	7.00%	0.92 	9.45	5.4	0.0126 	23.9	23675	2	12
2024-08-06	32	181.5	白班	CKPC2952407Z4203D42N04W	0.4-1.6	#N/A	0.032	2024/8/6 5:49	N1B1062408050462	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.07	6.13	1.27%	43.9	25.3	28.1	23850	0	5.00%	7.00%	0.92 	9.18	5.71	0.0122 	24.3	23590	0	4
2024-08-10	28	175	白班	CKPC2952407Z4203D62N03	0.4-1.6	断缝	0.028	2024/8/10 11:23	N1B1132408100641	XQ-B1-13	1	B1后排	B排	9.59	6.06	1.30%	48.6	25.1	28.3	24500	0	6.00%	7.00%	0.92 	8.94	5.6	0.0126 	24.3	24000	0	1
2024-08-01	32	181.5	夜班	CKPC2952407Z4302D11Y02	0.4-1.6	#N/A	0.032	2024/8/1 13:46	N1B1092408010041	XQ-B1-09	G12-XXSD-110A	B1后排	B排	13.65	5.49	1.27%	58.6	25.6	28	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	0	3
2024-08-01	32	181.5	白班	CKPC2952407Z4302D11Y04	0.4-1.6	#N/A	0.032	2024/8/1 6:32	N1B1032407310032	XQ-B1-03	G12-XXSD-110A	B1前排	B排	14.27	5.41	1.28%	51.2	24.8	28.2	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.66	5.37	0.0124 	23.8	23562.5	0	1
2024-08-05	32	181.5	白班	CKPC2952407Z4302D21Y05	0.4-1.6	#N/A	0.032	2024/8/5 5:49	N1B2042408040372	XQ-B2-04	G12-XA	B2前排	B排	9.6	6.16	1.28%	61.6	25.7	28.1	23107.5	0	5.00%	7.00%	0.92 	9.92	5.88	0.0123 	24.7	22995	1	2
2024-08-11	32	181.5	白班	CKPC2952407Z4302D41N04	0.4-1.6	跳线	0.032	2024/8/11 1:41	N1B2032408100922	XQ-B2-03	G12-XXSA	B2前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24607.5	#N/A	#N/A	#N/A	#N/A	8.38	5.66	0.0127 	23.6	24150	6	4
2024-08-03	32	181.5	夜班	CKPC2952407Z4402D22Y02	0.4-1.6	#N/A	0.032	2024/8/3 19:01	N1B4142408030251	XQ-B4-14	G12-YS33-130-110	B4后排	B排	10.92	6.04	1.26%	60.7	25.6	28.1	23385	0	5.00%	7.00%	0.92 	11.34	5.71	0.0121 	24.6	23195	1	9
2024-08-05	32	181.5	夜班	CKPC2952407Z4501D51N03	0.4-1.6	跳线	0.032	2024/8/5 21:46	N1B3142408050402	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9.14	6.12	1.29%	50	25.6	28.2	23630	0	5.00%	7.00%	0.92 	9.44	5.66	0.0124 	24.9	23565	5	65
2024-08-05	32	181.5	夜班	CKPC2952407Z4501D51N04	0.4-1.6	#N/A	0.032	2024/8/5 23:37	N1B4102408050362	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.21	6.11	1.28%	41.9	24.9	28	23630	0	5.00%	7.00%	0.91 	9.13	5.72	0.0123 	24.9	23565	1	6
2024-08-09	28	176.5	夜班	CKPC2952407Z4501D62V03	0.4-1.6	加切	0.028	2024/8/9 23:26	N1B2152408090692	XQ-B2-15	19	B2后排	B排	8.97	6.1	1.29%	50.6	25.1	28	24240	0	6.00%	7.00%	0.91 	9.5	5.55	0.0126 	23.4	23987.5	0	7
2024-08-10	26	176.5	白班	CKPC2952407Z4501D62V04	0.4-1.6	跳线	0.026	2024/8/10 0:42	N1B1112408090552	XQ-B1-11	G12130-H26-FQ-27	B1后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	9.21	5.5	0.0127 	23.1	23987.5	0	6
2024-08-11	32	181.5	白班	CKPC2952407Z4602D72N04	0.4-1.6	跳线	0.032	2024/8/11 6:45	N1B2032408100942	XQ-B2-03	G12-XA	B2前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24510	#N/A	#N/A	#N/A	#N/A	8.63	5.68	0.0127 	22.9	24092.5	0	3
2024-08-05	32	181.5	白班	CKPC2952407Z4701D42N03	0.4-1.6	#N/A	0.032	2024/8/5 9:49	N1B4102408050301	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.2	6.15	1.28%	57.4	25.6	28.1	23107.5	0	5.00%	7.00%	0.92 	9.91	5.86	0.0123 	23.9	22995	2	6
2024-08-06	32	181.5	夜班	CKPC2952407Z4701D42N05	0.4-1.6	#N/A	0.032	2024/8/6 23:12	N1B4122408060542	XQ-B4-12	G12-YS33-130-110	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24000	#N/A	#N/A	#N/A	#N/A	9.03	5.53	0.0124 	23.8	23930	2	25
2024-08-08	32	181.5	白班	CKPC2952407Z4701D52Y04	0.4-1.6	#N/A	0.032	2024/8/8 11:03	N1B4132408080631	XQ-B4-13	G12-YS33-130-110	B4后排	B排	8.68	6.03	1.30%	60.1	25.6	27.8	24287.5	0	6.00%	7.00%	0.92 	8.95	5.46	0.0126 	23.8	24062.5	1	12
2024-08-11	32	181.5	白班	CKPC2952407Z4701D62Y02	0.4-1.6	#N/A	0.032	2024/8/11 1:28	N1B3092408100792	XQ-B3-09	G12-YS33-130-110	B3后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24607.5	#N/A	#N/A	#N/A	#N/A	8.38	5.66	0.0127 	23.6	24150	4	4
2024-08-11	32	181.5	白班	CKPC2952407Z4701D62Y03	0.4-1.6	#N/A	0.032	2024/8/11 3:20	N1B2082408100822	XQ-B2-08	G12-XXSD-110A	B2前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24510	#N/A	#N/A	#N/A	#N/A	8.21	5.67	0.0127 	23.8	24092.5	5	9
2024-08-11	28	176.5	夜班	CKPC2952407Z4701D62Y06W	0.4-1.6	跳线	0.028	2024/8/11 20:40	N2B2112408110671	XQ-B2-11	G12130-H26-FQ-27	B2后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24630	#N/A	#N/A	#N/A	#N/A	8.19	5.73	0.0127 	24.8	24255	0	5
2024-08-02	32	181.5	白班	CKPC2952407Z4802D52N03	0.4-1.6	#N/A	0.032	2024/8/2 5:24	N1B4142408010112	XQ-B4-14	G12-YS33-130-110	B4后排	B排	13.94	5.49	1.29%	67	24.9	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	4	12
2024-08-05	32	181.5	白班	CKPC2952407Z4802D62N03	0.4-1.6	#N/A	0.032	2024/8/5 6:26	N1B2062408040352	XQ-B2-06	G12-XXSD-110A	B2前排	B排	9.6	6.16	1.28%	61.6	25.7	28.1	23107.5	0	5.00%	7.00%	0.92 	9.86	5.8	0.0123 	23.9	22995	11	31
2024-08-03	32	181.5	夜班	CKPC2952407Z4901D32Y04	0.4-1.6	#N/A	0.032	2024/8/3 20:00	N1B4132408030251	XQ-B4-13	G12-XXSD-110A	B4后排	B排	10.92	6.14	1.26%	76.4	25.3	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	0	2
2024-08-09	28	175	夜班	CKPC2952407Z4901D52N02	0.4-1.6	加切	0.028	2024/8/9 7:29	N1B2142408080582	XQ-B2-14	G12130-H26-FQ-29	B2后排	B排	9.2	5.9	1.29%	38.6	24.9	28	24105	0	6.00%	7.00%	0.92 	9.52	5.49	0.0127 	22.1	24070	4	7
2024-08-09	32	181.5	白班	CKPC2952407Z4901D52N03	0.4-1.6	#N/A	0.032	2024/8/9 8:53	N1B1022408080782	XQ-B1-02	G12-XXSD-110A	B1前排	B排	8.89	5.9	1.29%	43.1	25.1	28	24105	0	6.00%	7.00%	0.91 	9.52	5.49	0.0127 	22.1	24070	2	5
2024-08-02	32	181.5	白班	CKPC2952407Z5102D11Y04	0.4-1.6	跳线	0.032	2024/8/2 9:51	N1B1062408020131	XQ-B1-06	G12-XXSD-110A	B1前排	B排	13.66	5.51	1.28%	73.7	25.1	28.2	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.97	5.4	0.0123 	23.7	23377.5	6	7
2024-08-02	32	181.5	白班	CKPC2952407Z5102D11Y05W	0.4-1.6	设备故障	0.032	2024/8/2 10:45	N1B2052408020121	XQ-B2-05	G12-XXSD-110A	B2前排	B排	13.61	5.54	1.28%	77.1	25.4	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	0	56
2024-08-08	32	181.5	白班	CKPC2952407Z5102D32N03	0.4-1.6	#N/A	0.032	2024/8/7 23:36	N1B2012408070662	XQ-B2-01	G12-XXSD-110A	B2前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24075	#N/A	#N/A	#N/A	#N/A	9.2	5.42	0.0126 	24.4	23675	1	7
2024-08-10	32	181.5	白班	CKPC2952407Z5102D41Y02	0.4-1.6	#N/A	0.032	2024/8/9 23:41	N1B1082408090632	XQ-B1-08	G12-XXSD-110A	B1前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	9.5	5.55	0.0126 	23.4	23987.5	1	7
2024-08-10	32	181.5	白班	CKPC2952407Z5102D41Y03	0.4-1.6	断下线	0.032	2024/8/10 6:39	N1B2052408090702	XQ-B2-05	G12-XXSD-110A	B2前排	B排	9.54	6.12	1.29%	53.6	25.8	28.1	24500	0	6.00%	7.00%	0.92 	8.79	5.55	0.0126 	23.8	24000	10	8
2024-08-04	32	181.5	白班	CKPC2952407Z5201D62Y04	0.4-1.6	#N/A	0.032	2024/8/4 10:27	N1B1052408040321	XQ-B1-05	G12-XXSD-110A	B1前排	B排	10.28	5.98	1.27%	35.1	24.5	28	23262.5	0	5.00%	7.00%	0.92 	10.54	5.69	0.0123 	24.3	23105	0	4
2024-08-10	32	181.5	白班	CKPC2952407Z5302D12Y02	0.4-1.6	#N/A	0.032	2024/8/10 6:03	N1B4112408090762	XQ-B4-11	G12-XXSD-110A	B4后排	B排	8.71	6.08	1.29%	46.3	24.3	28.2	24500	0	6.00%	7.00%	0.91 	8.79	5.55	0.0126 	23.8	24000	1	13
2024-08-03	32	181.5	夜班	CKPC2952407Z5401D41N05	0.4-1.6	#N/A	0.032	2024/8/3 20:08	N1B2072408030251	XQ-B2-07	G12-XXSD-110A	B2前排	B排	10.92	6.14	1.26%	76.4	25.3	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	2	10
2024-08-06	32	181.5	夜班	CKPC2952407Z5401D52N02	0.4-1.6	#N/A	0.032	2024/8/6 14:19	N1B1012408060521	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.07	5.98	1.29%	55	25.6	28.2	24000	0	5.00%	7.00%	0.92 	9.29	5.57	0.0124 	23.1	23930	22	14
2024-08-07	32	181.5	白班	CKPC2952407Z5401D52N04	0.4-1.6	断缝	0.032	2024/8/7 1:33	N1B1062408060532	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.17	5.98	1.28%	59.8	25.3	28.1	24000	0	5.00%	7.00%	0.91 	9.48	5.48	0.0123 	24.4	23930	0	1
2024-08-09	28	176.5	夜班	CKPC2952407Z5401D61N03	0.4-1.6	#N/A	0.028	2024/8/10 0:13	N1B2132408090712	XQ-B2-13	G12130-H26-FQ-XXSD	B2后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	9.21	5.5	0.0127 	23.1	23987.5	0	3
2024-08-10	32	181.5	夜班	CKPC2952407Z5401D61N06	0.4-1.6	#N/A	0.032	2024/8/10 18:36	N1B1032408100781	XQ-B1-03	G12-XXSD-110A	B1前排	B排	8.5	6.08	1.30%	48.9	25	28.1	24607.5	0	6.00%	7.00%	0.85 	8.54	5.66	0.0127 	24.9	24150	4	4
2024-08-04	32	181.5	白班	CKPC2952407Z5502D21Y02	0.4-1.6	#N/A	0.032	2024/8/4 13:16	N1B1032408040301	XQ-B1-03	G12-XXSD-110A	B1前排	B排	10.56	5.96	1.26%	40.1	24.5	28.3	23262.5	0	5.00%	7.00%	0.91 	10.52	5.75	0.0122 	25	23105	5	24
2024-08-10	28	176.5	白班	CKPC2952407Z5502D41Y04	0.4-1.6	#N/A	0.028	2024/8/10 9:55	N1B2132408100741	XQ-B2-13	G12130-H26-FQ-XXSD	B2后排	B排	8.76	6.14	1.30%	45.9	25.4	28.1	24500	0	6.00%	7.00%	0.91 	8.79	5.55	0.0126 	23.8	24000	1	2
2024-08-10	28	176.5	白班	CKPC2952407Z5502D41Y05	0.4-1.6	设备故障	0.028	2024/8/10 11:43	N1B1152408100701	XQ-B1-15	G12130-H26-FQ-29	B1后排	B排	9.59	6.06	1.30%	48.6	25.1	28.3	24500	0	6.00%	7.00%	0.92 	8.94	5.6	0.0126 	24.3	24000	0	2
2024-08-03	32	181.5	白班	CKPC2952407Z5601D52N04	0.4-1.6	断缝	0.032	2024/8/3 3:44	N1B2052408020162	XQ-B2-05	G12-XXSD-110A	B2前排	B排	12.16	5.92	1.23%	43.4	23	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	0	8
2024-08-05	32	181.5	夜班	CKPC2952407Z5601D62N02	0.4-1.6	#N/A	0.032	2024/8/5 17:50	N1B2012408050451	XQ-B2-01	G12-XXSD-110A	B2前排	B排	9.21	6.06	1.28%	51.1	25.4	28.1	23630	0	5.00%	7.00%	0.92 	9.29	5.78	0.0124 	25.1	23565	0	25
2024-08-08	32	181.5	白班	CKPC2952407Z5601D72N03W	0.4-1.6	#N/A	0.032	2024/8/8 3:11	N1B1032408070622	XQ-B1-03	G12-XXSD-110A	B1前排	B排	8.68	5.95	1.29%	51.5	24.8	28.1	24287.5	0	6.00%	7.00%	0.91 	8.92	5.38	0.0127 	24.1	24062.5	3	10
2024-08-02	32	181.5	夜班	CKPC2952407Z5702D11N04W	0.4-1.6	#N/A	0.032	2024/8/2 21:42	N2B2102408020152	XQ-B2-10	G12-XXSD-110A	B2后排	B排	11.82	5.96	1.27%	53.2	25.2	28.1	23595	转换阶段	6.00%	7.00%	0.91 	12.7	5.46	0.0123 	23	23252.5	1	8
2024-08-05	32	181.5	夜班	CKPC2952407Z5702D31N03	0.4-1.6	#N/A	0.032	2024/8/5 18:47	N1B2052408050341	XQ-B2-05	G12-XXSD-110A	B2前排	B排	9.09	6.19	1.29%	47.6	25.2	28.2	23630	0	5.00%	7.00%	0.91 	9.24	5.68	0.0124 	25.8	23565	2	128
2024-08-01	32	181.5	夜班	CKPC2952407Z5802D21Y03	0.4-1.6	#N/A	0.032	2024/8/1 16:17	N1B1012408010051	XQ-B1-01	bp	B1前排	B排	13.65	5.53	1.27%	72.5	25.9	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.24	5.38	0.0124 	24.8	23475	6	34
2024-08-07	32	181.5	白班	CKPC2952407Z5802D42Y04	0.4-1.6	跳线	0.032	2024/8/7 3:23	N1B4112408060522	XQ-B4-11	G12-YS33-130-110	B4后排	B排	9.12	5.97	1.28%	62.8	25.1	28	24130	0	5.00%	7.00%	0.92 	9.01	5.49	0.0123 	23.8	23982.5	18	161
2024-08-10	32	181.5	白班	CKPC2952407Z5802D62N03	0.4-1.6	#N/A	0.032	2024/8/9 23:58	N1B4102408090732	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	9.5	5.55	0.0126 	23.4	23987.5	2	7
2024-08-07	32	181.5	白班	CKPC2952407Z5903D01Y04	0.4-1.6	#N/A	0.032	2024/8/7 7:41	N1B4132408060532	XQ-B4-13	G12-YS33-130-110	B4后排	B排	9.39	6	1.29%	49.2	25	28	24130	0	5.00%	7.00%	0.92 	9.32	5.53	0.0124 	23.5	23982.5	3	9
2024-08-05	32	181.5	夜班	CKPC2952407Z6002D72N03	0.4-1.6	#N/A	0.032	2024/8/5 16:06	N1B2042408050411	XQ-B2-04	G12-XXSD-110A	B2前排	B排	9.21	6.06	1.28%	51.1	25.4	28.1	23630	0	5.00%	7.00%	0.92 	9.29	5.78	0.0124 	25.1	23565	0	3
2024-08-01	32	181.5	白班	CKPC2952407Z6102D11N03WF2	0.4-1.6	#N/A	0.032	2024/8/1 3:47	N2B3022407310022	XQ-B3-02	1	B3前排	B排	14.77	5.47	1.28%	53.1	24.9	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	0	15
2024-08-08	32	181.5	白班	CKPC2952407Z6102D32N03	0.4-1.6	#N/A	0.032	2024/8/7 22:59	N1B4092408070502	XQ-B4-09	G12-XXSD-110A	B4后排	B排	8.58	6	1.30%	61.7	25.1	28.3	24075	0	6.00%	7.00%	0.91 	9.2	5.42	0.0126 	24.4	23675	3	2
